movie_id,title,genre,rating,budget_million,gross_million,director,lead_actor,release_year
430,Movie 430,Sci-Fi,6.5,30,300,Scorsese,,2020
431,Movie 431,Romance,7.3,10,,Nolan,Actor C,2022
432,Movie 432,Action,6.1,60,80,Tarantino,Actor D,2021
433,Movie 433,Comedy,6.3,10,80,Spielberg,Actor B,2015
434,Movie 434,Comedy,6.8,150,,Cameron,Actor C,2016
435,Movie 435,Comedy,5.7,,600,Rajamouli,Actor A,2020
436,Movie 436,Sci-Fi,7.4,30,80,,Actor E,2022
437,Movie 437,Romance,,150,600,Cameron,Actor A,2022
438,Movie 438,Action,8.8,,20,Scorsese,Actor C,2022
439,Movie 439,Horror,5.5,150,20,Nolan,Actor E,2020
440,Movie 440,Thriller,4,10,600,,Actor D,2019
441,Movie 441,Horror,3.9,150,20,Tarantino,Actor D,2018
,Movie 442,Action,9.3,60,600,Tarantino,Actor D,2017
443,Movie 443,Horror,4.8,100,300,,Actor B,2020
444,Movie 444,Fantasy,5,,300,Cameron,,2015
445,Movie 445,Romance,4.1,150,20,Tarantino,Actor A,2015
446,Movie 446,Romance,3.7,60,80,Nolan,Actor C,2018
447,Movie 447,Thriller,6.1,30,300,Spielberg,,2022
448,Movie 448,Horror,5.1,,150,Nolan,Actor C,
449,Movie 449,Fantasy,4.6,150,,Cameron,Actor D,
450,Movie 449,Thriller,3.8,150,600,Rajamouli,Actor C,2015
451,Movie 451,Romance,7.7,150,80,Cameron,Actor D,2015
452,Movie 452,Fantasy,7.5,150,600,Cameron,,
453,Movie 453,Sci-Fi,9.2,150,,Nolan,Actor B,2016
454,Movie 454,Drama,4.2,100,,Nolan,Actor A,2016
455,Movie 455,Drama,8.9,30,150,,,2021
456,Movie 456,Sci-Fi,,30,80,Scorsese,Actor E,2019
457,Movie 457,Romance,6.2,10,80,,Actor B,2019
458,Movie 458,Sci-Fi,6.3,10,80,Scorsese,Actor B,2018
,Movie 459,Romance,7.6,,300,Scorsese,,2019
460,Movie 460,Drama,5.1,60,20,Scorsese,Actor B,2019
461,Movie 461,Drama,8.9,100,20,Spielberg,Actor C,2020
462,Movie 462,Thriller,5.6,100,20,Tarantino,Actor B,2019
463,Movie 463,Horror,4.6,10,,Tarantino,Actor C,2020
464,Movie 464,Romance,6.1,10,20,,Actor D,2022
465,Movie 465,Comedy,3.5,100,80,,Actor A,2019
466,Movie 466,Thriller,4.1,30,300,Cameron,Actor C,2016
467,Movie 467,Thriller,7.3,30,150,Scorsese,Actor A,2015
468,Movie 468,Romance,7.9,150,600,Rajamouli,Actor E,2017
469,Movie 469,Drama,8.7,150,150,Rajamouli,,2020
470,Movie 470,Sci-Fi,6,60,150,Cameron,Actor B,2015
471,Movie 471,Fantasy,7.5,150,600,,Actor D,2015
472,Movie 472,Action,7.8,,20,Nolan,Actor A,
473,Movie 473,Drama,7.3,30,20,Rajamouli,Actor D,
474,Movie 474,Comedy,8.2,60,80,Spielberg,Actor E,2020
475,Movie 474,Action,,,300,Scorsese,Actor E,2018
,Movie 476,Thriller,6.3,100,150,Scorsese,Actor D,2020
477,Movie 477,Comedy,3.7,30,300,Spielberg,Actor B,2021
478,Movie 478,Sci-Fi,8.2,100,80,,Actor E,2018
479,Movie 479,Horror,5.2,150,150,,Actor D,2021
480,Movie 480,Action,4.1,30,150,,Actor B,2019
481,Movie 481,Drama,4.1,,150,Spielberg,,2020
482,Movie 482,Comedy,4.4,60,20,Cameron,,2016
483,Movie 483,Action,7.1,,20,Cameron,Actor C,2019
484,Movie 484,Action,8.2,150,150,Scorsese,Actor D,2017
485,Movie 485,Thriller,7.4,60,600,Cameron,Actor E,2020
486,Movie 486,Horror,4.2,150,80,Spielberg,Actor C,2020
487,Movie 487,Sci-Fi,6.3,100,80,Spielberg,Actor D,2019
488,Movie 488,Drama,6.7,10,20,Cameron,Actor C,2015
489,Movie 489,Sci-Fi,6.8,10,20,Rajamouli,Actor B,
490,Movie 490,Sci-Fi,3.7,,,Spielberg,Actor A,2020
491,Movie 491,Fantasy,4.6,150,20,Cameron,,2021
492,Movie 492,Drama,8.8,60,150,Rajamouli,Actor D,2020
,Movie 493,Comedy,6.2,30,20,Spielberg,Actor A,2020
494,Movie 494,Horror,,100,20,,,2021
495,Movie 495,Action,6,30,600,Cameron,Actor C,
496,Movie 496,Drama,9.3,60,80,Cameron,Actor A,2021
497,Movie 497,Thriller,6.5,10,600,Rajamouli,Actor D,2015
498,Movie 498,Romance,4.5,10,150,Nolan,Actor B,2017
499,Movie 499,Romance,4.7,,,Spielberg,Actor C,2018
500,Movie 499,Fantasy,4.2,10,,Spielberg,Actor B,2021
501,Movie 501,Drama,5.5,,,Cameron,Actor C,
502,Movie 502,Horror,9.2,30,,Scorsese,Actor B,
503,Movie 503,Romance,5.5,60,80,,,2017
504,Movie 504,Horror,6.4,10,150,Nolan,,2022
505,Movie 505,Thriller,5.1,60,300,Scorsese,,2019
506,Movie 506,Thriller,4.8,60,150,Spielberg,Actor A,2021
507,Movie 507,Action,9.2,,80,Cameron,Actor C,2021
508,Movie 508,Drama,4.6,100,150,Rajamouli,Actor A,2015
509,Movie 509,Action,4.2,150,300,Scorsese,Actor B,2018
,Movie 510,Thriller,8.2,10,20,Scorsese,Actor D,2017
511,Movie 511,Romance,7.7,,150,Scorsese,,2017
512,Movie 512,Thriller,4.8,100,150,Spielberg,Actor E,2021
513,Movie 513,Romance,,150,150,Rajamouli,Actor D,2019
514,Movie 514,Sci-Fi,8.9,10,300,Tarantino,Actor D,2020
515,Movie 515,Romance,6.5,10,80,Spielberg,Actor E,2022
516,Movie 516,Thriller,7.1,,20,Tarantino,Actor C,2015
517,Movie 517,Sci-Fi,4.1,100,150,Nolan,Actor A,2022
518,Movie 518,Drama,8.3,100,150,Spielberg,Actor C,2021
519,Movie 519,Drama,4,30,150,Nolan,Actor D,2019
520,Movie 520,Thriller,4.8,60,150,Tarantino,Actor C,2022
521,Movie 521,Sci-Fi,5.7,60,20,Rajamouli,Actor A,2017
522,Movie 522,Thriller,5.6,60,80,Cameron,Actor A,2019
523,Movie 523,Fantasy,4.7,,600,Cameron,Actor A,2016
524,Movie 524,Drama,9,10,20,Spielberg,Actor D,2017
525,Movie 524,Sci-Fi,5.5,30,150,,Actor C,2021
526,Movie 526,Comedy,6.1,10,80,Cameron,Actor E,2020
,Movie 527,Romance,9.5,150,80,Spielberg,Actor B,2016
528,Movie 528,Action,8,60,,Tarantino,Actor B,2017
529,Movie 529,Comedy,7.7,60,300,Nolan,,2018
530,Movie 530,Sci-Fi,4.3,30,300,Nolan,Actor E,2020
531,Movie 531,Sci-Fi,8.2,150,,,Actor C,2015
532,Movie 532,Horror,,30,,Rajamouli,Actor D,2017
533,Movie 533,Horror,6,,150,Rajamouli,,2021
534,Movie 534,Romance,9.1,,,Spielberg,,2020
535,Movie 535,Fantasy,7.8,30,300,,Actor A,
536,Movie 536,Thriller,5.3,60,150,Nolan,Actor A,2015
537,Movie 537,Romance,6.2,10,80,Spielberg,Actor D,2021
538,Movie 538,Fantasy,8.4,30,,Tarantino,Actor D,2018
539,Movie 539,Romance,4.2,10,,Cameron,,2017
540,Movie 540,Horror,6.5,,80,,Actor C,
541,Movie 541,Thriller,4.2,,150,Scorsese,Actor A,2016
542,Movie 542,Drama,7.6,100,600,Cameron,Actor D,2021
543,Movie 543,Drama,4.8,10,20,Tarantino,Actor B,
,Movie 544,Romance,7.3,30,300,Rajamouli,Actor C,2020
545,Movie 545,Sci-Fi,7.9,10,300,Tarantino,Actor B,2016
546,Movie 546,Horror,7,150,20,,Actor C,
547,Movie 547,Thriller,7.9,30,150,Cameron,Actor E,2016
548,Movie 548,Fantasy,6.3,10,150,Nolan,,2020
549,Movie 549,Fantasy,7.6,150,600,,Actor E,2015
550,Movie 549,Action,3.9,10,300,Spielberg,Actor E,2019
551,Movie 551,Fantasy,,150,150,Rajamouli,Actor C,
552,Movie 552,Comedy,5.1,10,,Rajamouli,Actor D,2020
553,Movie 553,Sci-Fi,9.4,30,300,Tarantino,Actor D,2022
554,Movie 554,Action,7,100,300,Spielberg,Actor A,2018
555,Movie 555,Comedy,4.7,60,300,Spielberg,Actor B,2018
556,Movie 556,Thriller,8.8,60,150,Cameron,Actor A,2020
557,Movie 557,Sci-Fi,8.8,60,,,,2019
558,Movie 558,Action,4.8,100,600,,Actor A,2019
559,Movie 559,Comedy,5.6,10,20,Tarantino,Actor B,2022
560,Movie 560,Romance,5.5,10,20,Scorsese,Actor C,2019
,Movie 561,Comedy,4.9,60,,,Actor E,2016
562,Movie 562,Sci-Fi,7,10,80,Rajamouli,Actor D,
563,Movie 563,Fantasy,3.8,,,Tarantino,,2021
564,Movie 564,Thriller,4.4,100,150,Spielberg,Actor A,2017
565,Movie 565,Comedy,4.9,,150,Cameron,Actor C,2018
566,Movie 566,Sci-Fi,3.8,150,80,Cameron,Actor C,2015
567,Movie 567,Horror,5.6,60,300,Scorsese,Actor A,2021
568,Movie 568,Fantasy,8.6,150,80,Nolan,,
569,Movie 569,Sci-Fi,8.7,150,,Scorsese,Actor D,2015
570,Movie 570,Drama,,,600,Tarantino,Actor D,2015
571,Movie 571,Comedy,4.9,100,,Nolan,Actor C,2016
572,Movie 572,Thriller,6,30,,Spielberg,Actor E,2020
573,Movie 573,Drama,6.8,,150,Tarantino,Actor C,2020
574,Movie 574,Action,9.5,100,,Tarantino,,2019
575,Movie 574,Drama,7.1,100,20,Cameron,Actor E,2021
576,Movie 576,Horror,6.9,,20,Nolan,Actor A,
577,Movie 577,Comedy,6.5,60,150,,Actor A,2018
,Movie 578,Sci-Fi,9.1,30,,Nolan,Actor B,2022
579,Movie 579,Comedy,5.8,,300,Tarantino,Actor E,
580,Movie 580,Action,9.1,60,300,,,
581,Movie 581,Action,8.2,60,300,Cameron,Actor B,2017
582,Movie 582,Action,8.9,30,600,Scorsese,Actor C,2019
583,Movie 583,Drama,5.9,150,20,Rajamouli,Actor D,2020
584,Movie 584,Sci-Fi,5.9,60,,Scorsese,Actor E,2015
585,Movie 585,Action,9.2,100,150,Scorsese,Actor A,
586,Movie 586,Fantasy,4.5,10,300,Nolan,Actor C,2018
587,Movie 587,Thriller,6.1,60,300,Cameron,Actor A,
588,Movie 588,Sci-Fi,9.5,30,80,Cameron,Actor C,2015
589,Movie 589,Sci-Fi,,,600,Tarantino,Actor E,2020
590,Movie 590,Action,6,30,80,Tarantino,Actor E,2018
591,Movie 591,Drama,5.4,,600,Rajamouli,Actor B,2017
592,Movie 592,Thriller,3.7,10,80,Rajamouli,,2019
593,Movie 593,Romance,5.4,150,150,Cameron,Actor C,2020
594,Movie 594,Drama,8.5,100,600,,Actor C,2017
,Movie 595,Action,8.8,30,20,Spielberg,Actor B,2021
596,Movie 596,Thriller,5.6,60,600,,Actor A,2015
597,Movie 597,Comedy,5.3,150,20,Spielberg,Actor A,2017
598,Movie 598,Romance,7.6,,,Nolan,,2017
599,Movie 599,Horror,5.1,10,600,Spielberg,Actor B,2022
600,Movie 599,Sci-Fi,4,60,,Cameron,Actor B,2022
601,Movie 601,Horror,4.9,100,150,Spielberg,,2020
602,Movie 602,Thriller,5.9,60,300,,Actor E,2018
603,Movie 603,Thriller,7,60,,Rajamouli,Actor A,2022
604,Movie 604,Sci-Fi,5.5,150,600,Scorsese,Actor A,2021
605,Movie 605,Drama,9.2,,600,,Actor B,2020
606,Movie 606,Horror,7,60,,Tarantino,Actor B,2020
607,Movie 607,Thriller,8,150,,,Actor B,2021
608,Movie 608,Comedy,,60,20,,Actor B,2019
609,Movie 609,Romance,5.4,10,150,Rajamouli,Actor A,2022
610,Movie 610,Drama,4.6,100,80,Spielberg,Actor A,2017
611,Movie 611,Romance,3.7,,150,Scorsese,Actor E,2018
,Movie 612,Fantasy,5.2,150,300,,Actor D,2019
613,Movie 613,Thriller,4.6,30,80,Rajamouli,Actor E,2020
614,Movie 614,Sci-Fi,4.9,60,150,Cameron,,2019
615,Movie 615,Sci-Fi,8.9,100,150,Cameron,Actor A,2016
616,Movie 616,Action,3.6,10,80,Nolan,Actor C,
617,Movie 617,Comedy,3.8,150,20,Spielberg,,2019
618,Movie 618,Romance,7.3,,80,Rajamouli,Actor A,2017
619,Movie 619,Action,6.5,,600,Rajamouli,Actor D,2022
620,Movie 620,Horror,7.4,60,600,Rajamouli,Actor A,2022
621,Movie 621,Thriller,8.4,60,80,Tarantino,Actor D,2020
622,Movie 622,Comedy,5.2,150,80,Tarantino,,2017
623,Movie 623,Horror,4.9,150,20,Spielberg,Actor E,2018
624,Movie 624,Action,7.2,100,300,Nolan,Actor B,2015
625,Movie 624,Horror,9.2,30,20,Rajamouli,,2020
626,Movie 626,Fantasy,9.1,,,Tarantino,Actor B,2016
627,Movie 627,Romance,,100,20,Rajamouli,,2021
628,Movie 628,Horror,5.3,60,20,Tarantino,Actor D,2021
,Movie 629,Drama,5.2,,,Scorsese,Actor B,2020
630,Movie 630,Sci-Fi,6.9,10,,Tarantino,Actor B,2021
631,Movie 631,Action,8.6,150,300,Spielberg,Actor D,2020
632,Movie 632,Sci-Fi,4.8,30,80,,Actor E,2017
633,Movie 633,Thriller,3.9,100,150,Tarantino,Actor B,2020
634,Movie 634,Horror,8.9,100,300,Cameron,Actor C,2022
635,Movie 635,Sci-Fi,5.6,10,150,Scorsese,Actor B,2021
636,Movie 636,Drama,6.4,,20,Scorsese,,2018
637,Movie 637,Romance,7.4,10,600,Tarantino,,2018
638,Movie 638,Fantasy,6.5,30,600,Rajamouli,Actor A,2015
639,Movie 639,Sci-Fi,4.9,30,,,Actor D,2018
640,Movie 640,Fantasy,6.8,,150,Spielberg,Actor E,2019
641,Movie 641,Action,8.3,100,,Scorsese,Actor B,2022
642,Movie 642,Horror,4.4,,300,Cameron,Actor C,2019
643,Movie 643,Fantasy,9.2,60,150,Spielberg,Actor E,2015
644,Movie 644,Drama,8.6,,,Nolan,Actor B,2015
645,Movie 645,Sci-Fi,5.8,100,600,Spielberg,Actor E,2019
,Movie 646,Comedy,,150,150,Rajamouli,Actor E,
647,Movie 647,Drama,6.5,150,600,Nolan,Actor C,
648,Movie 648,Sci-Fi,4.1,150,600,Scorsese,Actor B,2021
649,Movie 649,Fantasy,7.8,30,150,Tarantino,Actor A,2018
650,Movie 649,Thriller,8.4,150,300,Tarantino,Actor A,2016
651,Movie 651,Romance,7.7,,300,Nolan,Actor D,
652,Movie 652,Sci-Fi,8.8,10,150,Rajamouli,Actor B,2015
653,Movie 653,Fantasy,8.1,10,300,Rajamouli,Actor E,
654,Movie 654,Horror,6.6,,300,Cameron,Actor D,2018
655,Movie 655,Horror,8.3,100,600,Rajamouli,Actor A,2022
656,Movie 656,Horror,4,,600,Scorsese,Actor A,2019
657,Movie 657,Horror,5.3,10,80,Rajamouli,Actor E,2019
658,Movie 658,Horror,4.3,30,150,Cameron,Actor D,2021
659,Movie 659,Thriller,7.5,100,,Scorsese,Actor B,2018
660,Movie 660,Drama,4.8,30,,Nolan,Actor E,2020
661,Movie 661,Horror,6.8,10,80,,Actor A,2015
662,Movie 662,Sci-Fi,6,,,Nolan,Actor D,2020
,Movie 663,Sci-Fi,5.4,60,20,Scorsese,Actor D,2021
664,Movie 664,Thriller,7.1,60,600,Rajamouli,,2022
665,Movie 665,Horror,,60,20,Tarantino,Actor B,2015
666,Movie 666,Romance,6,100,20,Scorsese,Actor D,2022
667,Movie 667,Horror,7.5,10,300,Spielberg,Actor D,2017
668,Movie 668,Action,7.5,100,150,Rajamouli,Actor B,2017
669,Movie 669,Thriller,6.8,,80,Cameron,Actor A,2019
670,Movie 670,Drama,9,100,300,,Actor D,2021
671,Movie 671,Sci-Fi,6.9,60,,Spielberg,Actor A,2015
672,Movie 672,Fantasy,4.2,150,600,Nolan,Actor C,2017
673,Movie 673,Sci-Fi,4.2,10,600,Nolan,Actor A,2020
674,Movie 674,Thriller,5.6,60,20,Cameron,Actor E,2017
675,Movie 674,Action,7.7,60,300,Nolan,Actor E,2017
676,Movie 676,Thriller,4.6,30,300,Scorsese,,2018
677,Movie 677,Comedy,7.5,150,20,Cameron,Actor A,2021
678,Movie 678,Comedy,5.3,10,,Rajamouli,Actor A,2016
679,Movie 679,Action,8.5,60,80,Scorsese,Actor A,2021
,Movie 680,Comedy,7.9,150,80,Nolan,Actor C,2016
681,Movie 681,Romance,6.4,100,600,Spielberg,Actor D,2018
682,Movie 682,Fantasy,5.9,100,,,,2018
683,Movie 683,Fantasy,4.2,,600,,Actor D,2018
684,Movie 684,Sci-Fi,,30,150,Nolan,,2021
685,Movie 685,Comedy,7.1,10,600,Spielberg,Actor E,2019
686,Movie 686,Horror,5.8,30,,Nolan,Actor C,2015
687,Movie 687,Fantasy,6.6,100,300,Tarantino,Actor C,2016
688,Movie 688,Fantasy,4.3,,,,Actor E,2020
689,Movie 689,Thriller,3.6,100,20,Nolan,Actor D,
690,Movie 690,Thriller,3.8,60,80,Cameron,Actor A,2020
691,Movie 691,Thriller,8.1,10,20,Scorsese,Actor D,2018
692,Movie 692,Sci-Fi,7.5,100,,Spielberg,Actor D,2019
693,Movie 693,Romance,6,,,Cameron,Actor A,2019
694,Movie 694,Comedy,7.2,,600,Cameron,Actor E,
695,Movie 695,Horror,7.9,100,20,Rajamouli,Actor D,2020
696,Movie 696,Drama,8,100,20,Cameron,,
,Movie 697,Horror,6.4,60,20,Scorsese,,2021
698,Movie 698,Comedy,3.8,,80,Tarantino,Actor E,2017
699,Movie 699,Sci-Fi,5.4,30,80,Scorsese,Actor B,2022
700,Movie 699,Romance,8.2,,300,Cameron,Actor D,2021
701,Movie 701,Comedy,7.4,60,150,Scorsese,Actor D,2022
702,Movie 702,Drama,3.5,100,80,,Actor B,2018
703,Movie 703,Horror,,150,150,Spielberg,Actor D,
704,Movie 704,Comedy,5.9,10,,Tarantino,Actor B,2020
705,Movie 705,Romance,8,150,,,Actor C,2017
706,Movie 706,Romance,8.7,10,300,Nolan,Actor C,2016
707,Movie 707,Sci-Fi,3.8,30,300,Cameron,,2018
708,Movie 708,Action,8.5,100,20,Rajamouli,Actor B,
709,Movie 709,Sci-Fi,4.4,,20,Scorsese,Actor D,2015
710,Movie 710,Drama,8.7,150,,Tarantino,Actor B,
711,Movie 711,Romance,8.3,150,80,Cameron,Actor D,2018
712,Movie 712,Horror,8.3,30,20,,Actor E,2018
713,Movie 713,Comedy,6.5,30,150,Cameron,Actor B,2022
,Movie 714,Thriller,7.2,30,150,Rajamouli,Actor D,2022
715,Movie 715,Comedy,8.7,30,,Nolan,Actor D,2015
716,Movie 716,Comedy,8.7,100,600,Rajamouli,,2017
717,Movie 717,Romance,4.5,30,150,Cameron,Actor E,2017
718,Movie 718,Action,6.8,60,20,Nolan,Actor D,2020
719,Movie 719,Drama,8.5,30,80,Spielberg,Actor A,2016
720,Movie 720,Fantasy,8.7,10,20,Rajamouli,,2018
721,Movie 721,Sci-Fi,5.3,,300,Rajamouli,,2022
722,Movie 722,Sci-Fi,,150,600,Scorsese,Actor C,2018
723,Movie 723,Action,7.5,100,,Tarantino,Actor A,2018
724,Movie 724,Sci-Fi,8.8,100,20,Nolan,,2017
725,Movie 724,Horror,4.4,150,,Cameron,Actor D,2017
726,Movie 726,Romance,5,,600,Cameron,Actor A,2016
727,Movie 727,Sci-Fi,4.6,100,20,Tarantino,Actor A,2021
728,Movie 728,Fantasy,7.8,10,80,,Actor D,2022
729,Movie 729,Fantasy,5.2,10,20,,Actor C,2019
730,Movie 730,Horror,7.8,100,300,Tarantino,Actor E,
,Movie 731,Drama,8.2,100,,Spielberg,,2021
732,Movie 732,Horror,8.2,100,80,,,2015
733,Movie 733,Fantasy,8.4,100,600,Spielberg,Actor B,2022
734,Movie 734,Fantasy,9,100,150,Nolan,Actor E,2020
735,Movie 735,Horror,6.9,,150,Nolan,Actor C,2022
736,Movie 736,Sci-Fi,7.3,150,80,Spielberg,Actor B,2018
737,Movie 737,Horror,4.9,150,150,Spielberg,Actor E,2016
738,Movie 738,Comedy,8.3,,,,Actor A,2015
739,Movie 739,Thriller,9.3,10,300,Nolan,Actor E,2020
740,Movie 740,Drama,4.5,,20,Tarantino,Actor E,2018
741,Movie 741,Action,,60,300,Nolan,Actor B,2020
742,Movie 742,Romance,3.7,,150,Tarantino,Actor B,2021
743,Movie 743,Drama,6.5,100,150,Nolan,Actor C,2016
744,Movie 744,Action,6.5,100,150,Cameron,Actor B,
745,Movie 745,Comedy,7.5,150,600,Cameron,Actor C,2022
746,Movie 746,Romance,4.5,10,80,Scorsese,Actor D,
747,Movie 747,Thriller,3.9,60,20,Cameron,Actor D,2019
,Movie 748,Thriller,4.4,30,20,Cameron,Actor E,
749,Movie 749,Comedy,5,30,300,Tarantino,Actor B,2022
750,Movie 749,Romance,8.1,150,20,Rajamouli,Actor C,2017
751,Movie 751,Romance,4.8,10,80,Rajamouli,,2015
752,Movie 752,Thriller,4.8,30,80,Scorsese,Actor D,2019
753,Movie 753,Romance,8.9,,600,,Actor A,
754,Movie 754,Sci-Fi,7,,20,Rajamouli,Actor B,2021
755,Movie 755,Romance,7.8,10,600,Spielberg,Actor A,2022
756,Movie 756,Drama,6.6,60,20,Cameron,Actor E,2019
757,Movie 757,Comedy,4.9,10,600,Tarantino,Actor E,2022
758,Movie 758,Sci-Fi,7.3,150,150,Tarantino,Actor A,2018
759,Movie 759,Romance,8.1,100,20,Scorsese,Actor E,2015
760,Movie 760,Comedy,,10,20,Spielberg,Actor A,2021
761,Movie 761,Drama,3.9,60,150,Rajamouli,,2015
762,Movie 762,Horror,4.3,30,150,Cameron,Actor A,
763,Movie 763,Fantasy,4.5,30,150,Nolan,Actor A,2019
764,Movie 764,Comedy,4,30,600,,,2016
,Movie 765,Horror,3.5,60,150,Nolan,Actor C,2016
766,Movie 766,Horror,8.7,100,300,Spielberg,Actor B,2019
767,Movie 767,Thriller,8.4,10,80,,Actor B,2017
768,Movie 768,Romance,8,10,300,Tarantino,Actor A,2022
769,Movie 769,Thriller,5.5,150,300,,Actor E,2016
770,Movie 770,Horror,5.2,10,80,Rajamouli,Actor E,2021
771,Movie 771,Thriller,6.1,150,150,Nolan,,2016
772,Movie 772,Horror,9,,300,,,2020
773,Movie 773,Horror,6.8,100,20,Scorsese,Actor C,2016
774,Movie 774,Drama,5.7,100,,Spielberg,Actor A,2020
775,Movie 774,Comedy,8.9,10,150,Scorsese,Actor E,2019
776,Movie 776,Thriller,8.1,10,150,Rajamouli,,2020
777,Movie 777,Fantasy,9.4,10,80,,Actor A,
778,Movie 778,Fantasy,8.7,100,150,Spielberg,Actor A,2020
779,Movie 779,Action,,30,600,Spielberg,Actor E,2020
780,Movie 780,Horror,5.3,150,,Nolan,Actor A,2018
781,Movie 781,Horror,4.2,100,,Nolan,Actor C,2020
,Movie 782,Sci-Fi,5.8,10,,Cameron,Actor D,2017
783,Movie 783,Romance,7.1,30,600,Tarantino,Actor E,2022
784,Movie 784,Fantasy,6.7,60,,Cameron,Actor B,2015
785,Movie 785,Drama,4.2,30,20,Cameron,Actor A,2019
786,Movie 786,Comedy,8.5,,,Cameron,Actor C,2019
787,Movie 787,Thriller,6.2,100,,Cameron,Actor A,2017
788,Movie 788,Sci-Fi,8.4,,300,Tarantino,,2019
789,Movie 789,Drama,8.1,60,600,Scorsese,Actor B,2019
790,Movie 790,Drama,5.5,60,20,Scorsese,Actor B,2015
791,Movie 791,Action,6.7,,80,Rajamouli,Actor C,2021
792,Movie 792,Horror,7.8,30,150,Scorsese,Actor A,2017
793,Movie 793,Sci-Fi,7.4,10,20,Cameron,,2021
794,Movie 794,Fantasy,9,100,150,,Actor C,2017
795,Movie 795,Action,4,,,Cameron,,2021
796,Movie 796,Sci-Fi,8.8,150,300,Tarantino,Actor C,2017
797,Movie 797,Drama,6.6,30,,Spielberg,,2021
798,Movie 798,Comedy,,30,150,,Actor B,2015
,Movie 799,Drama,5.2,10,300,Rajamouli,Actor A,
800,Movie 799,Thriller,7.8,150,300,Tarantino,Actor C,2018
801,Movie 801,Drama,4.3,30,20,Scorsese,,2019
802,Movie 802,Sci-Fi,6.7,60,80,Scorsese,Actor A,2021
803,Movie 803,Thriller,8.1,150,300,Tarantino,Actor D,
804,Movie 804,Fantasy,8.5,10,80,Scorsese,Actor A,2015
805,Movie 805,Horror,5.8,60,600,Rajamouli,Actor B,2017
806,Movie 806,Drama,7,100,80,,,2017
807,Movie 807,Thriller,9.4,150,300,Scorsese,Actor D,2017
808,Movie 808,Comedy,4,150,20,Nolan,,2018
809,Movie 809,Romance,5.8,,80,Nolan,,2021
810,Movie 810,Action,6.5,,80,Nolan,Actor C,2015
811,Movie 811,Thriller,7.7,60,600,,Actor B,2022
812,Movie 812,Fantasy,5.9,100,80,Tarantino,Actor E,2015
813,Movie 813,Action,9.4,30,20,Rajamouli,Actor D,2016
814,Movie 814,Horror,8.7,30,300,,Actor C,2018
815,Movie 815,Action,7.6,60,150,Nolan,Actor C,2015
,Movie 816,Fantasy,6.3,150,600,Tarantino,,2018
817,Movie 817,Romance,,60,80,Tarantino,Actor C,2022
818,Movie 818,Romance,8.8,10,80,Rajamouli,Actor D,2022
819,Movie 819,Horror,8.1,150,150,Nolan,Actor D,2021
820,Movie 820,Romance,6.1,,20,Tarantino,Actor B,2017
821,Movie 821,Comedy,9.5,100,150,Scorsese,Actor B,2018
822,Movie 822,Drama,9.2,60,,Nolan,Actor A,2017
823,Movie 823,Action,7.4,10,80,Spielberg,Actor B,2021
824,Movie 824,Comedy,6.7,30,20,Rajamouli,Actor A,2018
825,Movie 824,Horror,8.8,,150,Nolan,Actor D,2019
826,Movie 826,Romance,7.5,60,20,Scorsese,Actor D,2019
827,Movie 827,Fantasy,3.7,,150,Cameron,Actor E,2015
828,Movie 828,Horror,5.2,100,,Spielberg,Actor D,2022
829,Movie 829,Action,8.6,60,,Tarantino,Actor C,2019
830,Movie 830,Action,4.4,60,20,Nolan,,2016
831,Movie 831,Drama,6.5,100,150,Tarantino,Actor C,2016
832,Movie 832,Action,7.1,100,80,,Actor A,2021
,Movie 833,Horror,4,100,,Nolan,Actor D,2017
834,Movie 834,Thriller,4.4,150,150,Cameron,Actor D,2019
835,Movie 835,Fantasy,8.3,30,,,Actor B,
836,Movie 836,Fantasy,,60,80,Spielberg,,2022
837,Movie 837,Sci-Fi,5.3,100,20,Tarantino,Actor A,2021
838,Movie 838,Horror,3.8,100,20,Spielberg,Actor D,2016
839,Movie 839,Fantasy,8.2,30,,Spielberg,Actor C,2017
840,Movie 840,Action,4.4,,600,Rajamouli,Actor B,2021
841,Movie 841,Drama,7.8,60,20,Spielberg,Actor B,
842,Movie 842,Sci-Fi,8.4,10,600,,Actor A,2019
843,Movie 843,Thriller,3.6,60,150,Cameron,Actor A,2020
844,Movie 844,Drama,6.6,150,150,,Actor E,2022
845,Movie 845,Romance,4.5,10,600,Rajamouli,,2022
846,Movie 846,Comedy,4.9,100,,Tarantino,,2019
847,Movie 847,Thriller,5.1,60,150,,Actor D,2019
848,Movie 848,Romance,4.9,,300,Spielberg,Actor E,2016
849,Movie 849,Thriller,7.7,10,300,Scorsese,Actor D,2017
,Movie 849,Romance,6.7,100,80,Nolan,Actor E,2022
851,Movie 851,Fantasy,8.2,,150,,Actor E,2019
852,Movie 852,Horror,8.2,60,300,,,2019
853,Movie 853,Thriller,7.5,60,150,Rajamouli,Actor E,2016
854,Movie 854,Thriller,4.1,10,600,Spielberg,Actor B,
855,Movie 855,Comedy,,10,300,Tarantino,Actor A,2022
856,Movie 856,Action,6,150,,Tarantino,Actor A,2016
857,Movie 857,Horror,4.1,,150,Cameron,,2016
858,Movie 858,Sci-Fi,6,100,80,Tarantino,Actor C,
859,Movie 859,Comedy,8.3,60,20,Nolan,Actor C,2018
